stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
731,引っ掛かる,ひっかかる,hikkakaru,Dẫn Quải,bị mắc vào -  bị vướng vào,Động từ nhóm 1,状況に合わせて適切に引っ掛かる。,Bị mắc vào một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 掛 (Quải: treo lên/bắt đầu),[1],連: 引っ掛かるに関する / 類: bị mắc vào,vocab
732,引っ掛ける,ひっかける,hikkakeru,Dẫn Quải,mắc -  vướng -  hất -  bắn...,Động từ nhóm 2,状況に合わせて適切に引っ掛ける。,Mắc một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 掛 (Quải: treo lên/bắt đầu),[1],連: 引っ掛けるに関する / 類: mắc,vocab
733,ひっくり返る,ひっくりかえる,hikkurikaeru,Phản,đảo lộn -  lật ngược,Động từ nhóm 2,状況に合わせて適切にひっくり返る。,Đảo lộn một cách phù hợp theo tình huống.,返 (Phản: trả lại/đáp lại),[1],連: ひっくり返るに関する / 類: đảo lộn,vocab
734,ひっくり返す,ひっくりかえす,hikkurikaesu,Phản,đảo ngược -  lật ngửa,Động từ nhóm 1,状況に合わせて適切にひっくり返す。,Đảo ngược một cách phù hợp theo tình huống.,返 (Phản: trả lại/đáp lại),[1],連: ひっくり返すに関する / 類: đảo ngược,vocab
735,ずれる,ずれる,zureru,-,trượt,Danh từ,ずれるについて詳しく調査する。,Nghiên cứu kỹ lưỡng về trượt.,-,[0],連: ずれるに関する / 類: trượt,vocab
736,ずらす,ずらす,zurasu,-,lùi lại (lịch trình -  kế hoạch),Danh từ,ずらすについて詳しく調査する。,Nghiên cứu kỹ lưỡng về lùi lại (lịch trình.,-,[0],連: ずらすに関する / 類: lùi lại (lịch trình,vocab
737,崩れる,くずれる,kuzureru,Băng,sạt lở -  sụp đổ -  lụi tàn,Động từ nhóm 2,状況に合わせて適切に崩れる。,Sạt lở một cách phù hợp theo tình huống.,崩 (Băng: sụp đổ/tan vỡ),[1],連: 崩れるに関する / 類: sạt lở,vocab
738,崩す,くずす,kuzusu,Băng,thay đổi -  đổi (tiền) -  sụp -  vỡ -  mất đi,Động từ nhóm 1,状況に合わせて適切に崩す。,Thay đổi một cách phù hợp theo tình huống.,崩 (Băng: sụp đổ/tan vỡ),[0],連: 崩すに関する / 類: thay đổi,vocab
739,荒れる,あれる,areru,Hoang,hỗn loạn -  động trời -  nứt nẻ -  tức giận,Động từ nhóm 2,状況に合わせて適切に荒れる。,Hỗn loạn một cách phù hợp theo tình huống.,荒 (Hoang: hoang vu/hung dữ/bão táp),[0],連: 荒れるに関する / 類: hỗn loạn,vocab
740,荒らす,あらす,arasu,Hoang,làm lộn xộn -  tung tóe -  phá hoại,Động từ nhóm 1,状況に合わせて適切に荒らす。,Làm lộn xộn một cách phù hợp theo tình huống.,荒 (Hoang: hoang vu/hung dữ/bão táp),[0],連: 荒らすに関する / 類: làm lộn xộn,vocab
741,認める,みとめる,mitomeru,Nhận,thừa nhận -  thú nhận -  khẳng định,Động từ nhóm 2,状況に合わせて適切に認める。,Thừa nhận một cách phù hợp theo tình huống.,認 (Nhận: thừa nhận/công nhận),[1],連: 認めるに関する / 類: thừa nhận,vocab
742,見直す,みなおす,minaosu,Kiến Trực,nhìn lại -  rà soát,Động từ nhóm 1,状況に合わせて適切に見直す。,Nhìn lại một cách phù hợp theo tình huống.,見 (Kiến: nhìn/quan sát/gặp) + 直 (Trực: thẳng thắn/trực tiếp/sửa),[1],連: 見直すに関する / 類: nhìn lại,vocab
743,見慣れる,みなれる,minareru,Kiến Quán,quen -  nhẵn mặt,Động từ nhóm 2,状況に合わせて適切に見慣れる。,Quen một cách phù hợp theo tình huống.,見 (Kiến: nhìn/quan sát/gặp) + 慣 (Quán: quen thuộc/thói quen),[1],連: 見慣れるに関する / 類: quen,vocab
744,求める,もとめる,motomeru,Cầu,cầu mong -  mong muốn -  hỏi,Động từ nhóm 2,状況に合わせて適切に求める。,Cầu mong một cách phù hợp theo tình huống.,求 (Cầu: yêu cầu/tìm kiếm),[1],連: 求めるに関する / 類: cầu mong,vocab
745,漏れる,もれる,moreru,Lậu,rò rỉ -  bỏ sót -  thiếu -  thốt ra...,Động từ nhóm 2,状況に合わせて適切に漏れる。,Rò rỉ một cách phù hợp theo tình huống.,漏 (Lậu: rò rỉ/lọt ra),[0],連: 漏れるに関する / 類: rò rỉ,vocab
746,漏らす,もらす,morasu,Lậu,biểu hiện -  lộ -  bỏ sót,Động từ nhóm 1,状況に合わせて適切に漏らす。,Biểu hiện một cách phù hợp theo tình huống.,漏 (Lậu: rò rỉ/lọt ra),[0],連: 漏らすに関する / 類: biểu hiện,vocab
747,なる,なる,naru,-,trở nên -  trở thành -  kêu -  gáy -  ra quả,Động từ nhóm 1,状況に合わせて適切になる。,Trở nên một cách phù hợp theo tình huống.,-,[0],連: なるに関する / 類: trở nên,vocab
748,焦げる,こげる,kogeru,Tiêu,bị cháy,Động từ nhóm 1,状況に合わせて適切に焦げる。,Bị cháy một cách phù hợp theo tình huống.,焦 (Tiêu: cháy sém/sốt ruột),[0],連: 焦げるに関する / 類: bị cháy,vocab
749,反する,はんする,hansuru,Phản,trái lại,Động từ する,計画を慎重に反する。,Thực hiện trái lại kế hoạch một cách thận trọng.,反 (Phản: phản đối/ngược lại),[1],連: 反するに関する / 類: trái lại,vocab
750,膨れる,ふくれる,fukureru,Bành,phồng -  sưng -  hơn dỗi,Động từ nhóm 2,状況に合わせて適切に膨れる。,Phồng một cách phù hợp theo tình huống.,膨 (Bành: phình to/phồng lên),[1],連: 膨れるに関する / 類: phồng,vocab
