stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
626,批評,ひひょう,hihyou,Phê Bình,bình luận -  đánh giá,Danh từ,批評について詳しく調査する。,Nghiên cứu kỹ lưỡng về bình luận.,批 (Phê: phê bình/đánh giá) + 評 (Bình: bình luận/đánh giá),[1],連: 批評に関する / 類: bình luận,vocab
627,推薦,すいせん,suisen,Thôi Tiến,tiến cử -  giới thiệu,Danh từ,推薦について詳しく調査する。,Nghiên cứu kỹ lưỡng về tiến cử.,推 (Thôi: suy đoán/thúc đẩy) + 薦 (Tiến: tiến cử/giới thiệu),[1],連: 推薦に関する / 類: tiến cử,vocab
628,信用,しんよう,shinyou,Tín Dụng,Tín nhiệm -  sự tin tưởng,Danh từ,信用について詳しく調査する。,Nghiên cứu kỹ lưỡng về Tín nhiệm.,信 (Tín: tin tưởng/tín nhiệm) + 用 (Dụng: sử dụng/công dụng),[1],連: 信用に関する / 類: Tín nhiệm,vocab
629,信頼,しんらい,shinrai,Tín Lại,Tin cậy -  tín nhiệm,Danh từ,信頼について詳しく調査する。,Nghiên cứu kỹ lưỡng về Tin cậy.,信 (Tín: tin tưởng/tín nhiệm) + 頼 (Lại: nhờ cậy/tin cậy),[1],連: 信頼に関する / 類: Tin cậy,vocab
630,尊重,そんちょう,sonchou,Tôn Trọng,tôn trọng -  coi trọng,Danh từ,尊重について詳しく調査する。,Nghiên cứu kỹ lưỡng về tôn trọng.,尊 (Tôn: tôn kính/tôn trọng) + 重 (Trọng: nặng nề/quan trọng/chồng chất),[1],連: 尊重に関する / 類: tôn trọng,vocab
631,作業,さぎょう,sagyou,Tác Nghiệp,công việc -  thao tác,Danh từ,作業について詳しく調査する。,Nghiên cứu kỹ lưỡng về công việc.,作 (Tác: làm/chế tác) + 業 (Nghiệp: nghề nghiệp/kinh doanh),[1],連: 作業に関する / 類: công việc,vocab
632,工夫,くふう,kufuu,Công Phu,Sáng kiến -  phát minh -  đào sâu nghiên cứu,Động từ nhóm 1,状況に合わせて適切に工夫。,Sáng kiến một cách phù hợp theo tình huống.,工 (Công: công nghiệp/kỹ thuật) + 夫 (Phu: chồng/đàn ông),[0],連: 工夫に関する / 類: Sáng kiến,vocab
633,消化,しょうか,shouka,Tiêu Hóa,tiêu hóa -  tiêu thụ -  thực hiện xong -  đạt được,Danh từ,消化について詳しく調査する。,Nghiên cứu kỹ lưỡng về tiêu hóa.,消 (Tiêu: tiêu biến/tắt/xóa) + 化 (Hóa: biến hóa/thay đổi),[1],連: 消化に関する / 類: tiêu hóa,vocab
634,吸収,きゅうしゅう,kyuushuu,Hấp Thu,hấp thụ -  thấm,Động từ nhóm 1,状況に合わせて適切に吸収。,Hấp thụ một cách phù hợp theo tình huống.,吸 (Hấp: hút/hít vào) + 収 (Thu: thu hoạch/thu nhận),[1],連: 吸収に関する / 類: hấp thụ,vocab
635,設置,せっち,setchi,Thiết Trí,Lắp đặt -  bố trí,Danh từ,設置について詳しく調査する。,Nghiên cứu kỹ lưỡng về Lắp đặt.,設 (Thiết: thiết lập/xây dựng) + 置 (Trí: đặt để/bố trí),[0],連: 設置に関する / 類: Lắp đặt,vocab
