stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
862,妙な,みょうな,myouna,Diệu,lạ thường,Tính từ -na,妙な態度で対応する。,Ứng phó bằng một thái độ lạ thường.,妙 (Diệu: kỳ diệu/khéo léo),[1],連: 妙なに関する / 類: lạ thường,vocab
863,怪しい,あやしい,ayashii,Quái,đáng nghi -  nghi ngờ,Tính từ -i,この問題は非常に怪しい。,Vấn đề này rất đáng nghi.,怪 (Quái: kỳ quái/quái dị),[1],連: 怪しいに関する / 類: đáng nghi,vocab
864,異常な,いじょうな,ijouna,Dị Thường,khác thường -  bất thường,Tính từ -na,異常な態度で対応する。,Ứng phó bằng một thái độ khác thường.,異 (Dị: khác thường/dị biệt) + 常 (Thường: thường ngày/bình thường),[1],連: 異常なに関する / 類: khác thường,vocab
865,高度な,こうどな,koudona,Cao Độ,độ cao -  tiên tiến,Tính từ -na,高度な態度で対応する。,Ứng phó bằng một thái độ độ cao.,高 (Cao: cao quý/đắt đỏ/chiều cao) + 度 (Độ: mức độ/lần),[1],連: 高度なに関する / 類: độ cao,vocab
866,新たな,あらたな,aratana,Tân,thay mới -  làm mới,Tính từ -na,新たな態度で対応する。,Ứng phó bằng một thái độ thay mới.,新 (Tân: mới mẻ/tươi mới),[1],連: 新たなに関する / 類: thay mới,vocab
867,合理的な,ごうりてきな,gouritekina,Hợp Lý Đích,hợp lý -  tính logic,Tính từ -na,合理的な態度で対応する。,Ứng phó bằng một thái độ hợp lý.,合 (Hợp: thích hợp/gặp gỡ) + 理 (Lý: lý do/chân lý/xử lý) + 的 (Đích: mục đích/mang tính),[1],連: 合理的なに関する / 類: hợp lý,vocab
868,器用な,きような,kiyouna,Khí Dụng,tinh xảo -  tài giỏi -  khéo léo,Tính từ -na,器用な態度で対応する。,Ứng phó bằng một thái độ tinh xảo.,器 (Khí: dụng cụ/khí cụ) + 用 (Dụng: sử dụng/công dụng),[1],連: 器用なに関する / 類: tinh xảo,vocab
869,手軽な,てがるな,tegaruna,Thủ Khinh,nhẹ nhàng -  đơn giản,Tính từ -na,手軽な態度で対応する。,Ứng phó bằng một thái độ nhẹ nhàng.,手 (Thủ: bàn tay/người làm) + 軽 (Khinh: nhẹ nhàng/coi nhẹ),[1],連: 手軽なに関する / 類: nhẹ nhàng,vocab
870,手ごろな,てごろな,tegorona,Thủ,hợp lý -  phù hợp -  vừa phải,Tính từ -na,手ごろな態度で対応する。,Ứng phó bằng một thái độ hợp lý.,手 (Thủ: bàn tay/người làm),[1],連: 手ごろなに関する / 類: hợp lý,vocab
871,高価な,こうかな,koukana,Cao Giá,đắt,Tính từ -na,高価な態度で対応する。,Ứng phó bằng một thái độ đắt.,高 (Cao: cao quý/đắt đỏ/chiều cao) + 価 (Giá: giá cả/giá trị),[1],連: 高価なに関する / 類: đắt,vocab
872,ぜいたくな,ぜいたくな,zeitakuna,-,sang chảnh -  xa hoa -  phung phí (phong cách sống),Tính từ -na,ぜいたくな態度で対応する。,Ứng phó bằng một thái độ sang chảnh.,-,[1],連: ぜいたくなに関する / 類: sang chảnh,vocab
873,豪華な,ごうかな,goukana,Hào Hoa,hào hoa -  lộng lẫy -  rực rỡ,Tính từ -na,豪華な態度で対応する。,Ứng phó bằng một thái độ hào hoa.,豪 (Hào: hào hiệp/hào nhoáng) + 華 (Hoa: hoa lệ/lộng lẫy),[1],連: 豪華なに関する / 類: hào hoa,vocab
874,高級な,こうきゅうな,koukyuuna,Cao Cấp,chất lượng cao -  hàng hiệu,Tính từ -na,高級な態度で対応する。,Ứng phó bằng một thái độ chất lượng cao.,高 (Cao: cao quý/đắt đỏ/chiều cao) + 級 (Cấp: cấp bậc/đẳng cấp),[1],連: 高級なに関する / 類: chất lượng cao,vocab
875,上等な,じょうとうな,joutouna,Thượng Đẳng,cao cấp -  xịn sò,Tính từ -na,上等な態度で対応する。,Ứng phó bằng một thái độ cao cấp.,上 (Thượng: trên/lên) + 等 (Đẳng: bình đẳng/vân vân),[1],連: 上等なに関する / 類: cao cấp,vocab
876,上品な,じょうひんな,jouhinna,Thượng Phẩm,quý phái -  lịch thiệp,Tính từ -na,上品な態度で対応する。,Ứng phó bằng một thái độ quý phái.,上 (Thượng: trên/lên) + 品 (Phẩm: sản phẩm/phẩm chất),[1],連: 上品なに関する / 類: quý phái,vocab
877,適度な,てきどな,tekidona,Thích Độ,mức độ thích hợp -  điều độ,Tính từ -na,適度な態度で対応する。,Ứng phó bằng một thái độ mức độ thích hợp.,適 (Thích: thích hợp/phù hợp) + 度 (Độ: mức độ/lần),[1],連: 適度なに関する / 類: mức độ thích hợp,vocab
878,快適な,かいてきな,kaitekina,Khoái Thích,dễ chịu -  sảng khoái,Tính từ -na,快適な態度で対応する。,Ứng phó bằng một thái độ dễ chịu.,快 (Khoái: sảng khoái/vui vẻ) + 適 (Thích: thích hợp/phù hợp),[1],連: 快適なに関する / 類: dễ chịu,vocab
879,快い,こころよい,kokoroyoi,Khoái,hài lòng -  dễ chịu -  sẵn lòng,Tính từ -i,この問題は非常に快い。,Vấn đề này rất hài lòng.,快 (Khoái: sảng khoái/vui vẻ),[1],連: 快いに関する / 類: hài lòng,vocab
880,順調な,じゅんちょうな,junchouna,Thuận Điệu,thuận lợi; tốt; trôi chảy,Tính từ -na,順調な態度で対応する。,Ứng phó bằng một thái độ thuận lợi.,順 (Thuận: thuận tiện/thứ tự) + 調 (Điệu: điều tra/giai điệu/điều chỉnh),[1],連: 順調なに関する / 類: thuận lợi; tốt; trôi chảy,vocab
881,活発な,かっぱつな,kappatsuna,Hoạt Phát,hoạt bát -  sôi nổi -  nhanh nhẹn -  linh hoạt,Tính từ -na,活発な態度で対応する。,Ứng phó bằng một thái độ hoạt bát.,活 (Hoạt: hoạt động/sinh hoạt) + 発 (Phát: phát triển/xuất phát),[1],連: 活発なに関する / 類: hoạt bát,vocab
882,的確な,てきかくな,tekikakuna,Đích Xác,chính xác -  rõ ràng,Tính từ -na,的確な態度で対応する。,Ứng phó bằng một thái độ chính xác.,的 (Đích: mục đích/mang tính) + 確 (Xác: chính xác/xác thực),[1],連: 的確なに関する / 類: chính xác,vocab
883,確実な,かくじつな,kakujitsuna,Xác Thực,Xác thực -  chắc chắn,Tính từ -na,確実な態度で対応する。,Ứng phó bằng một thái độ Xác thực.,確 (Xác: chính xác/xác thực) + 実 (Thực: sự thật/thực tế/quả),[1],連: 確実なに関する / 類: Xác thực,vocab
884,明らかな,あきらかな,akirakana,Minh,rõ ràng -  sáng tỏ,Tính từ -na,明らかな態度で対応する。,Ứng phó bằng một thái độ rõ ràng.,明 (Minh: sáng sủa/rõ ràng),[1],連: 明らかなに関する / 類: rõ ràng,vocab
885,あいまいな,あいまいな,aimaina,-,mơ hồ,Tính từ -na,あいまいな態度で対応する。,Ứng phó bằng một thái độ mơ hồ.,-,[1],連: あいまいなに関する / 類: mơ hồ,vocab
886,具体的な,ぐたいてきな,gutaitekina,Cụ Thể Đích,cụ thể -  rõ ràng,Tính từ -na,具体的な態度で対応する。,Ứng phó bằng một thái độ cụ thể.,具 (Cụ: dụng cụ/công cụ) + 体 (Thể: cơ thể/thân thể) + 的 (Đích: mục đích/mang tính),[1],連: 具体的なに関する / 類: cụ thể,vocab
887,抽象的な,ちゅうしょうてきな,chuushoutekina,Trừu Tượng Đích,trừu tượng -  viển vông,Tính từ -na,抽象的な態度で対応する。,Ứng phó bằng một thái độ trừu tượng.,抽 (Trừu: rút ra/trừu xuất) + 象 (Tượng: hình tượng/con voi) + 的 (Đích: mục đích/mang tính),[1],連: 抽象的なに関する / 類: trừu tượng,vocab
888,等しい,ひとしい,hitoshii,Đẳng,giống nhau -  đều đặn,Tính từ -i,この問題は非常に等しい。,Vấn đề này rất giống nhau.,等 (Đẳng: bình đẳng/vân vân),[1],連: 等しいに関する / 類: giống nhau,vocab
889,平等な,びょうどうな,byoudouna,Bình Đẳng,bình đẳng -  công bằng,Tính từ -na,平等な態度で対応する。,Ứng phó bằng một thái độ bình đẳng.,平 (Bình: bình đẳng/hòa bình) + 等 (Đẳng: bình đẳng/vân vân),[1],連: 平等なに関する / 類: bình đẳng,vocab
890,公平な,こうへいな,kouheina,Công Bình,công bằng,Tính từ -na,公平な態度で対応する。,Ứng phó bằng một thái độ công bằng.,公 (Công: công cộng/công khai) + 平 (Bình: bình đẳng/hòa bình),[1],連: 公平なに関する / 類: công bằng,vocab
